ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm,ratio_PAY_AMT1_to_BILL_AMT2,ratio_PAY_AMT2_to_BILL_AMT3,ratio_PAY_AMT3_to_BILL_AMT4,ratio_PAY_AMT4_to_BILL_AMT5,ratio_PAY_AMT5_to_BILL_AMT6,ratio_BILL_LIMIT1,ratio_BILL_LIMIT2,ratio_BILL_LIMIT3,ratio_BILL_LIMIT4,ratio_BILL_LIMIT5,ratio_BILL_LIMIT6
3339,10000,1,3,2,24,1,2,2,2,2,2,7826,8745,8440,9229,8969,8819,1200,0,900,0,2000,0,0,13.7221269296741,0.0,9.751869108245748,0.0,22.678308198208413,78.25999999999999,87.45,84.39999999999999,92.29,89.69,88.19
3340,550000,1,1,1,49,-1,-1,-1,-1,-1,-2,42141,1515,1488,18334,-114,-114,1522,1495,18426,0,0,22670,1,100.46204620462046,100.47043010752688,100.50179993454785,,,7.661999999999999,0.27545454545454545,0.27054545454545453,3.3334545454545457,0.0,0.0
3341,60000,1,2,2,41,0,-1,-1,-1,-1,-1,14895,6750,5784,5246,3760,11411,6750,5784,5246,3760,11411,7435,0,100.0,100.0,100.0,100.0,100.0,24.825,11.25,9.64,8.743333333333334,6.266666666666667,19.018333333333334
3342,140000,2,2,1,28,0,0,0,-1,-1,-1,5925,7729,0,150,1550,98426,2000,0,150,1550,106155,3500,0,25.8765687669815,,100.0,100.0,107.85259992278462,4.232142857142858,5.520714285714286,0.0,0.10714285714285715,1.107142857142857,70.30428571428573
3343,50000,2,2,2,28,0,0,0,0,0,0,46096,25370,26331,24749,25269,26847,1442,1403,1000,919,2000,1000,0,5.683878596767836,5.328320230906536,4.040567295648309,3.636867307768412,7.449621931686967,92.192,50.739999999999995,52.662,49.498,50.538000000000004,53.693999999999996
3344,300000,2,2,1,27,0,0,0,0,0,0,286321,283547,578971,293063,296677,230338,20000,12003,10524,11238,8814,9463,1,7.053504357302316,2.07316083188968,3.591036739540645,3.7879579475321647,3.826550547456347,95.44033333333334,94.51566666666666,192.99033333333333,97.68766666666666,98.89233333333334,76.77933333333333
3345,30000,2,3,1,29,2,2,2,2,2,0,26836,28894,30571,31011,30389,30115,2500,2670,2000,0,1000,1000,1,8.652315359590226,8.733767295803212,6.449324433265616,0.0,3.3206043499916986,89.45333333333333,96.31333333333333,101.90333333333332,103.37,101.29666666666665,100.38333333333334
3346,50000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,7700,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
3347,250000,2,2,1,33,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
3348,60000,1,1,2,39,0,0,0,0,0,0,54978,56144,57251,58543,58345,59757,2050,2053,2219,2200,2394,1890,0,3.6513251638643487,3.585963563955215,3.790376304596621,3.770674436541263,4.006225212109041,91.63,93.57333333333332,95.41833333333334,97.57166666666667,97.24166666666667,99.595
3349,80000,1,3,2,44,2,0,0,0,2,2,57076,58358,58992,62696,64148,62965,2800,2200,4700,2600,0,4400,0,4.7979711436306935,3.7293192297260642,7.496491004210795,4.053127143480701,0.0,71.345,72.9475,73.74000000000001,78.36999999999999,80.185,78.70625
3351,30000,1,2,1,44,1,3,2,2,2,2,23171,22523,21863,23296,22783,24310,0,0,1800,0,1910,780,1,0.0,0.0,7.726648351648352,0.0,7.856849033319621,77.23666666666666,75.07666666666667,72.87666666666667,77.65333333333334,75.94333333333333,81.03333333333333
3352,10000,2,2,2,25,0,0,0,0,0,0,9150,9206,10051,9850,8214,8054,1185,1030,1000,1000,2000,2000,0,12.872039973930047,10.2477365436275,10.152284263959391,12.174336498660823,24.832381425378696,91.5,92.06,100.51,98.5,82.14,80.54
3353,410000,2,1,2,41,-2,-2,-2,-1,-1,-1,0,0,0,150,150,1929,0,0,150,150,1929,136869,0,,,100.0,100.0,100.0,0.0,0.0,0.0,0.036585365853658534,0.036585365853658534,0.47048780487804875
3354,100000,1,1,1,33,0,0,2,2,2,2,38219,42604,44607,45576,46495,47182,5000,3000,2000,1800,1600,2000,0,11.735987231245893,6.725401842760105,4.388274530454625,3.871384019787074,3.3911237336272304,38.218999999999994,42.604,44.607,45.576,46.495,47.182
3355,200000,1,3,1,41,0,0,0,0,0,0,84573,76348,50776,51018,25982,10170,2544,1433,3224,775,5000,2000,0,3.332110860795306,2.822199464313849,6.319338272766474,2.982834269879147,49.164208456243855,42.2865,38.174,25.387999999999998,25.508999999999997,12.991,5.085
3356,380000,2,2,1,48,0,0,0,0,0,0,363191,373421,363343,290371,289600,288256,15504,14000,12500,12000,11000,14000,0,4.15188219194957,3.8531084952785664,4.304837604306215,4.143646408839778,3.816052397868561,95.57657894736842,98.26868421052632,95.61657894736842,76.41342105263158,76.21052631578948,75.85684210526315
3357,100000,1,2,2,27,0,0,0,0,2,0,41298,42448,44368,48652,47885,48850,2000,2500,4900,0,1763,2000,0,4.711647191858273,5.634691669671835,10.071528405820933,0.0,3.609007164790174,41.298,42.448,44.368,48.652,47.885,48.85
3358,50000,2,3,1,27,0,0,0,2,0,0,37651,38498,40644,39731,35657,27014,1754,2900,0,1265,832,500,1,4.556080835368071,7.135124495620509,0.0,3.54769049555487,3.079884504331088,75.302,76.996,81.28800000000001,79.462,71.314,54.028
3359,130000,2,2,1,28,0,0,0,0,0,2,107216,91888,83975,76842,78093,67557,4000,4000,8000,6000,0,2500,1,4.353125544140693,4.763322417386127,10.410973165716666,7.68314701701817,0.0,82.47384615384615,70.68307692307692,64.59615384615385,59.10923076923077,60.071538461538466,51.96692307692308
3360,120000,1,2,2,34,0,0,0,0,0,2,131773,58259,54699,54832,53693,48731,3000,1944,5000,3692,0,2000,0,5.149418973892446,3.5539955026600123,9.118762766267873,6.876129104352523,0.0,109.81083333333332,48.549166666666665,45.582499999999996,45.693333333333335,44.744166666666665,40.60916666666667
3361,150000,2,2,1,42,0,0,0,0,0,2,139172,141401,137320,138016,144084,136604,6022,5022,5100,10500,0,10000,0,4.258810050848297,3.6571511797261866,3.6952237421748206,7.287415674190056,0.0,92.78133333333334,94.26733333333334,91.54666666666667,92.01066666666667,96.056,91.06933333333333
3362,310000,2,1,1,39,-1,-1,-1,-1,-1,2,1989,4566,5329,5724,1518,1336,4566,5433,5724,1336,0,3167,0,100.0,101.95158566335148,100.0,88.01054018445322,0.0,0.6416129032258064,1.4729032258064516,1.719032258064516,1.8464516129032258,0.4896774193548387,0.4309677419354839
3363,110000,2,2,2,51,-2,-2,-2,-1,-1,-1,150000,0,0,3007,857,55973,0,0,3007,857,100000,1000,0,,,100.0,100.0,178.65756704125204,136.36363636363635,0.0,0.0,2.733636363636364,0.7790909090909091,50.88454545454546
3364,420000,1,2,1,37,0,0,0,0,0,0,415257,411624,388363,390003,398229,409615,16850,15522,14000,14500,18007,12733,1,4.093541678813675,3.9967762119460404,3.5897159765437703,3.6411210635086846,4.396079245144831,98.87071428571429,98.00571428571429,92.46738095238095,92.85785714285714,94.81642857142857,97.52738095238095
3365,140000,1,2,1,28,-1,-1,-1,2,-1,-1,6007,7332,7983,3277,2964,4791,7340,7983,0,2964,4800,2353,1,100.10911074740862,100.0,0.0,100.0,100.18785222291797,4.2907142857142855,5.237142857142857,5.702142857142857,2.3407142857142857,2.117142857142857,3.422142857142857
3367,260000,2,2,2,26,0,0,2,2,0,0,258364,279322,282092,255409,257913,262004,45446,9000,0,9394,9628,8539,0,16.270111197829028,3.1904485061611108,0.0,3.6423134933097594,3.674753057205234,99.37076923076923,107.43153846153845,108.49692307692307,98.23423076923076,99.19730769230769,100.77076923076925
3368,90000,2,2,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1,100.0,100.0,100.0,100.0,100.0,0.3511111111111111,0.3511111111111111,0.3511111111111111,0.3511111111111111,0.3511111111111111,0.3511111111111111
3369,90000,2,2,2,41,-1,0,0,0,0,0,48276,47820,46602,47141,16114,15825,2281,1219,1164,556,595,480,0,4.769970723546633,2.615767563623879,2.46918818014043,3.450415787513963,3.7598736176935232,53.64,53.13333333333333,51.78,52.37888888888889,17.904444444444444,17.583333333333336
3370,20000,1,3,2,35,-1,3,2,0,0,0,8918,8634,8280,11500,9000,0,0,0,4000,7000,0,0,0,0.0,0.0,34.78260869565217,77.77777777777779,,44.59,43.169999999999995,41.4,57.49999999999999,45.0,0.0
3371,30000,1,2,2,36,0,0,0,0,0,0,36124,35538,34359,32450,30633,30628,2500,2215,1156,1200,3000,3000,1,7.034723394676122,6.4466369801216565,3.562403697996918,3.917344040740378,9.794958861172782,120.41333333333333,118.46000000000001,114.53,108.16666666666667,102.10999999999999,102.09333333333332
3372,140000,2,2,1,36,0,0,0,0,0,0,45849,46909,47928,48731,49793,50812,2100,2100,1900,2000,2000,2100,0,4.476752861924151,4.381572358537807,3.898955490344955,4.016628843411724,3.936078091789341,32.74928571428571,33.50642857142857,34.23428571428571,34.80785714285714,35.566428571428574,36.294285714285714
3373,340000,2,2,2,32,0,0,0,0,0,0,80174,82761,83636,85282,87070,88828,3871,3136,3014,3123,3168,4855,0,4.677323860272351,3.7495815199196514,3.534157266480617,3.5867692661077295,3.566443013464223,23.580588235294115,24.341470588235296,24.598823529411764,25.082941176470584,25.60882352941177,26.125882352941176
3375,420000,1,1,1,34,-1,0,0,0,-2,-2,18037,9944,3254,-16,-16,-16,3048,3016,0,0,0,3262,0,30.65164923572003,92.6859250153657,,,,4.29452380952381,2.3676190476190477,0.7747619047619048,0.0,0.0,0.0
3376,100000,1,3,1,48,-2,-2,-2,-2,-2,-2,6345,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,6.345000000000001,0.0,0.0,0.0,0.0,0.0
3377,350000,2,2,2,37,0,0,0,0,0,0,128146,117713,51961,46207,35052,12536,4052,1700,1500,2000,500,2000,0,3.4422706073245948,3.2716845326302417,3.2462613889670395,5.705808513066302,3.98851308232291,36.613142857142854,33.632285714285715,14.846,13.202,10.014857142857144,3.581714285714286
3378,50000,1,2,1,26,0,0,0,0,0,0,48992,49689,31368,9454,6020,5000,1769,1003,189,120,100,3710,0,3.560144096278854,3.1975261412904867,1.9991537973344617,1.9933554817275747,2.0,97.98400000000001,99.378,62.736000000000004,18.908,12.04,10.0
3379,30000,2,1,2,28,2,2,4,4,4,4,37,37,37,37,37,37,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.12333333333333332,0.12333333333333332,0.12333333333333332,0.12333333333333332,0.12333333333333332,0.12333333333333332
3380,360000,2,1,2,29,-1,-1,-1,0,-1,-1,1766,4500,14697,10687,1968,1272,4534,14697,0,2141,1272,24078,0,100.75555555555556,100.0,0.0,108.79065040650406,100.0,0.4905555555555555,1.25,4.0825,2.968611111111111,0.5466666666666666,0.35333333333333333
3381,20000,2,3,2,23,-1,-1,-1,0,0,-1,17432,1165,19325,19311,18430,400,1165,19325,386,369,400,5125,0,100.0,100.0,1.9988607529387397,2.002170374389582,100.0,87.16000000000001,5.825,96.625,96.555,92.15,2.0
3382,400000,2,2,2,38,0,0,0,0,-1,-1,2988,3983,3417,3267,186,1200,1222,1000,1200,186,1200,0,0,30.68039166457444,29.2654375182909,36.73094582185491,100.0,100.0,0.747,0.9957499999999999,0.85425,0.81675,0.0465,0.3
3383,170000,1,3,1,45,0,0,0,0,0,0,40441,40937,34090,34894,36829,37727,5000,2000,2000,3000,2000,2000,0,12.213889635293256,5.866823115283074,5.731644408780879,8.145754704173342,5.301243141516686,23.788823529411765,24.08058823529412,20.052941176470586,20.525882352941178,21.664117647058823,22.19235294117647
3384,110000,2,2,1,36,1,2,0,0,2,2,10448,10144,14516,19396,9298,14116,0,5000,5000,0,5000,0,1,0.0,34.44475062000551,25.778511033202722,0.0,35.420799093227544,9.498181818181818,9.221818181818183,13.196363636363637,17.632727272727273,8.452727272727273,12.832727272727274
3385,200000,2,2,1,37,-1,-1,-1,-1,-1,-2,390,31638,770,2108,0,0,31638,770,2118,0,0,0,1,100.0,100.0,100.47438330170777,,,0.19499999999999998,15.818999999999999,0.385,1.054,0.0,0.0
3386,200000,2,1,1,32,-2,-2,-2,-2,-2,-2,6540,17288,3009,20311,15643,5696,17301,3009,26257,15643,5696,12149,0,100.07519666820916,100.0,129.27477721431737,100.0,100.0,3.27,8.644,1.5045,10.1555,7.8215,2.848
3387,360000,1,1,2,29,-1,-1,-1,-1,-1,-1,5143,2092,1864,969,2500,0,6159,1870,969,2500,0,0,0,200.0,100.32188841201717,100.0,100.0,,1.428611111111111,0.5811111111111111,0.5177777777777778,0.26916666666666667,0.6944444444444444,0.0
3388,500000,1,1,1,37,-1,-1,-1,-1,-1,-1,1961,1188,-150,150,6805,0,1188,0,300,6805,0,0,0,100.0,,200.0,100.0,,0.3922,0.2376,0.0,0.03,1.361,0.0
3389,20000,1,2,2,22,0,0,0,0,-1,-1,18462,16699,19674,19258,9546,12051,1510,3875,759,10000,19126,1946,0,9.042457632193544,19.696045542340144,3.9412192335652714,104.75591870940708,158.70882084474317,92.31,83.49499999999999,98.37,96.28999999999999,47.73,60.255
3390,270000,1,3,1,32,3,2,0,0,0,0,150616,146262,149449,150893,153878,157324,0,7100,5500,6000,6000,5100,0,0.0,4.7507845485750995,3.6449669633448867,3.8991928670765152,3.81378556355038,55.7837037037037,54.17111111111112,55.35148148148148,55.8862962962963,56.99185185185185,58.26814814814815
3391,20000,1,2,2,44,1,2,0,0,0,0,6535,6285,7672,8390,9101,9796,0,1500,1000,1000,1000,1000,1,0.0,19.551616266944734,11.918951132300357,10.98780353807274,10.208248264597795,32.675,31.424999999999997,38.36,41.949999999999996,45.505,48.980000000000004
3392,350000,2,1,1,43,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1146,0,0,0,0,1146,54269,0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.32742857142857146
3393,150000,2,2,1,26,0,0,-1,-1,-2,-2,115786,123423,5250,0,0,0,10000,5250,0,0,0,0,0,8.102217576950812,100.0,,,,77.19066666666666,82.282,3.5000000000000004,0.0,0.0,0.0
3394,260000,2,1,2,30,0,0,0,0,-1,-1,83138,93416,84117,28683,3154,13603,14038,5018,10000,3154,13603,9189,0,15.027404299049413,5.965500433919422,34.86385663982149,100.0,100.0,31.97615384615385,35.92923076923077,32.35269230769231,11.031923076923077,1.2130769230769232,5.231923076923077
3395,90000,1,1,2,33,-1,-1,2,-1,-1,2,1650,721,421,2754,309,159,721,0,2833,1000,0,2000,0,100.0,0.0,102.86855482933915,200.0,0.0,1.8333333333333333,0.8011111111111111,0.4677777777777778,3.06,0.3433333333333333,0.17666666666666667
3396,310000,2,2,1,32,0,0,0,0,0,0,162530,155831,96835,89223,80462,73899,6100,4252,5000,2780,4881,3000,0,3.91449711546483,4.3909743377910875,5.603936204790245,3.4550471029802887,6.604960824909674,52.42903225806451,50.26806451612903,31.237096774193546,28.781612903225806,25.955483870967743,23.838387096774195
3397,210000,2,1,2,43,-1,-1,0,0,0,0,-3309,177952,167125,139784,142662,145725,184212,5482,3493,3590,3815,3876,0,103.51780255349756,3.2801795063575168,2.4988553768671666,2.516437453561565,2.6179447589638016,0.0,84.73904761904761,79.58333333333333,66.56380952380952,67.9342857142857,69.39285714285714
3398,40000,2,2,1,45,1,2,0,0,0,0,11402,10928,11940,12241,12544,12835,0,1200,500,500,500,500,1,0.0,10.050251256281408,4.08463360836533,3.985969387755102,3.8955979742890534,28.505000000000003,27.32,29.849999999999998,30.6025,31.36,32.087500000000006
3399,80000,2,2,1,25,-2,-2,-2,-2,-1,-1,0,0,0,0,13369,0,0,0,0,13369,0,0,0,,,,100.0,,0.0,0.0,0.0,0.0,16.71125,0.0
3400,50000,1,3,2,22,0,0,0,0,-1,-1,6673,5054,2340,1990,1377,1080,1056,1000,40,1377,1080,382,1,20.894341115947764,42.73504273504273,2.0100502512562812,100.0,100.0,13.346,10.108,4.68,3.9800000000000004,2.754,2.16
3401,370000,2,1,1,46,-1,-1,-1,0,0,-1,26555,1572,166229,168601,171018,600,1572,166235,3372,4018,600,600,0,100.0,100.00360947849052,1.9999881376741537,2.3494602907296307,100.0,7.1770270270270276,0.42486486486486486,44.92675675675676,45.567837837837835,46.22108108108108,0.16216216216216214
3402,130000,1,2,2,28,0,0,0,0,0,0,113613,112867,92617,94896,92347,94323,5847,3413,3872,3465,3627,5000,0,5.180433607697556,3.6850686159128454,4.08025628055977,3.752152208517873,3.8452975414267994,87.39461538461538,86.82076923076923,71.24384615384616,72.99692307692308,71.03615384615385,72.55615384615385
3403,710000,2,2,1,40,-2,-2,-2,-1,2,0,5200,0,0,1004,854,8626,0,0,1004,0,8000,5000,1,,,100.0,0.0,92.74287039183862,0.7323943661971831,0.0,0.0,0.14140845070422536,0.12028169014084507,1.2149295774647886
3404,180000,2,3,2,24,-1,-1,-1,-1,-2,-1,0,35300,1000,0,0,1245,35300,1000,0,0,1245,0,0,100.0,100.0,,,100.0,0.0,19.611111111111114,0.5555555555555556,0.0,0.0,0.6916666666666667
3405,80000,2,2,1,30,0,0,0,0,0,2,42755,45053,46104,48327,53549,52457,3000,1800,3000,6000,2900,2000,0,6.658824051672475,3.9042165538781886,6.207709975789931,11.20469103064483,5.528337495472482,53.44375,56.316250000000004,57.63,60.40875,66.93625,65.57125
3406,560000,2,1,2,32,0,0,0,0,0,0,68199,31211,23991,15488,12579,11400,1548,1446,14720,427,1000,300,0,4.959789817692481,6.027260222583468,95.0413223140496,3.394546466332777,8.771929824561402,12.178392857142857,5.573392857142857,4.284107142857143,2.7657142857142856,2.24625,2.035714285714286
3407,170000,2,1,2,26,0,0,0,0,0,0,47642,40779,34570,33153,24969,22893,4000,2006,1000,1000,1000,1000,0,9.808970303342408,5.802719120624819,3.016318281905107,4.004966158035964,4.368147468658542,28.02470588235294,23.98764705882353,20.33529411764706,19.50176470588235,14.687647058823531,13.466470588235294
3408,30000,2,3,1,63,-1,-1,-1,0,-1,-1,8866,5884,11146,7779,8092,1565,5884,11146,0,8092,1565,2620,0,100.0,100.0,0.0,100.0,100.0,29.55333333333333,19.613333333333333,37.153333333333336,25.929999999999996,26.973333333333333,5.216666666666667
3409,430000,2,1,2,30,-1,-1,-1,-1,-1,-1,2202,7172,4705,2029,41581,25984,7232,4723,2035,41784,26108,37216,0,100.83658672615728,100.38257173219978,100.29571217348447,100.48820374690364,100.47721674876848,0.512093023255814,1.667906976744186,1.0941860465116278,0.47186046511627905,9.67,6.042790697674419
3410,500000,2,2,1,37,-1,-1,-1,-1,-1,-1,7325,355,355,1204,2378,6344,355,355,1204,2378,6344,14889,0,100.0,100.0,100.0,100.0,100.0,1.465,0.07100000000000001,0.07100000000000001,0.2408,0.47559999999999997,1.2688
3411,10000,1,2,2,26,0,0,0,0,0,0,7606,7030,8454,9454,5784,0,2000,2000,1000,0,0,0,1,28.449502133712663,23.65744026496333,10.577533319229955,0.0,,76.06,70.3,84.54,94.54,57.84,0.0
3412,130000,2,1,2,25,0,0,0,0,0,0,5279,7887,10116,9110,6500,5874,4000,4000,2500,236,1700,74,0,50.7163687080005,39.541320680110715,27.442371020856204,3.6307692307692303,28.941096356826694,4.060769230769231,6.066923076923077,7.781538461538462,7.007692307692308,5.0,4.518461538461539
3413,160000,2,2,2,50,-2,-2,-2,-2,-2,-2,3,3,3,3,13333,0,13333,13333,13333,26663,0,11913,0,200.0,200.0,200.0,199.97749943748593,,0.001875,0.001875,0.001875,0.001875,8.333124999999999,0.0
3414,150000,1,1,2,33,1,2,2,2,0,0,88590,85800,91242,88399,89629,94637,0,7400,0,3300,7000,0,1,0.0,8.110300081103,0.0,3.6818440460118937,7.396684172152542,59.06,57.199999999999996,60.828,58.93266666666667,59.75266666666666,63.09133333333333
3415,340000,2,2,1,43,-2,-2,-2,-2,-2,-2,33245,249,27476,0,0,24272,249,27477,0,0,24272,11008,0,100.0,100.00363953996214,,,100.0,9.777941176470588,0.07323529411764705,8.081176470588234,0.0,0.0,7.138823529411765
3416,200000,2,2,1,37,0,0,0,0,0,0,184144,189158,190569,191730,171269,151550,8017,8000,8000,9000,7000,6000,0,4.2382558496072065,4.1979545466471455,4.172534293016221,5.254891428104328,4.618937644341801,92.072,94.57900000000001,95.28450000000001,95.865,85.6345,75.775
3417,130000,1,2,2,37,0,0,0,0,0,0,125780,128768,130112,129785,121609,123586,6500,5000,5000,5000,6000,5000,0,5.047837972166998,3.8428430890309886,3.852525330354047,4.111537797366971,4.854918841940026,96.75384615384615,99.05230769230769,100.08615384615385,99.83461538461539,93.54538461538462,95.06615384615384
3418,320000,2,3,1,30,0,0,0,0,0,0,49889,51151,48449,48948,49967,36697,2825,2961,1600,1579,1692,1068,0,5.522863678129459,6.111581250387005,3.268775026558797,3.1600856565333117,4.610731122435077,15.5903125,15.9846875,15.1403125,15.29625,15.614687499999999,11.4678125
3419,50000,1,3,1,54,2,0,0,-1,0,0,55518,52931,55122,33975,18827,19222,3000,4000,53083,1268,708,664,0,5.667756135346017,7.256630746344472,156.24135393671818,6.7350082328570675,3.6832795754864223,111.036,105.862,110.24400000000001,67.95,37.653999999999996,38.444
3420,360000,1,1,1,46,-1,-1,-1,-1,0,0,2171,1063,91502,100125,84773,76951,1068,91679,45086,2223,2091,9890,0,100.47036688617122,100.19343839478918,45.02971285892634,2.6222971936819506,2.7173136151576975,0.6030555555555556,0.29527777777777775,25.417222222222225,27.8125,23.548055555555557,21.37527777777778
3421,420000,2,2,2,29,0,0,0,0,0,-2,408568,418589,426336,84732,64614,3068,18000,18691,5027,3000,3068,175056,0,4.300160778233542,4.384100803122419,5.932823490534863,4.642956634785031,100.0,97.27809523809525,99.66404761904762,101.50857142857144,20.174285714285713,15.384285714285713,0.7304761904761905
3422,110000,1,1,2,30,1,2,-1,-1,-1,0,2932,2373,2373,1475,3102,3151,0,2373,1475,4000,3000,2373,0,0.0,100.0,100.0,128.9490651192779,95.2078705172961,2.6654545454545455,2.1572727272727272,2.1572727272727272,1.3409090909090908,2.82,2.8645454545454547
3423,80000,1,2,2,35,0,0,0,0,0,0,26994,28659,57803,27562,28224,28867,2000,30000,1000,1000,1000,1500,0,6.978610558637775,51.90042039340519,3.6281837312241496,3.5430839002267573,3.464163231371462,33.7425,35.82375,72.25375000000001,34.4525,35.28,36.083749999999995
3424,60000,2,3,1,43,0,0,0,0,0,0,60283,61227,60385,30368,29667,30159,3000,1700,1135,1100,1500,1200,1,4.899799108236563,2.8152686925560984,3.737486828240253,3.707823507601038,4.973639709539441,100.47166666666666,102.045,100.64166666666668,50.61333333333333,49.445,50.265
3425,60000,1,2,2,24,0,0,0,0,0,0,47757,26340,16532,15782,17782,9450,1468,2000,0,2000,0,0,0,5.573272589217919,12.097749818533753,0.0,11.247328759419638,0.0,79.595,43.9,27.553333333333335,26.303333333333335,29.636666666666667,15.75
3426,210000,1,2,2,26,0,0,0,0,0,0,186109,168198,97223,202134,102844,39995,5929,3272,4362,5040,3195,105,0,3.525012188016504,3.3654587906153894,2.1579744130131497,4.900626191124421,7.98849856232029,88.62333333333333,80.09428571428572,46.29666666666667,96.25428571428571,48.973333333333336,19.045238095238094
3427,360000,2,1,1,46,0,-1,0,0,0,0,42094,10594,31532,46342,56571,65268,10600,30000,20000,15000,10000,10000,0,100.0566358316028,95.14144361283775,43.15739501963661,26.515352389033247,15.321443892872463,11.692777777777778,2.9427777777777777,8.758888888888889,12.872777777777777,15.714166666666667,18.13
3428,20000,1,2,2,48,0,0,2,0,0,0,6111,10479,10167,10695,11365,12170,4500,0,1000,1000,1000,1000,0,42.9430289149728,0.0,9.350163627863488,8.798944126704795,8.216926869350862,30.555,52.395,50.834999999999994,53.474999999999994,56.825,60.85
3429,150000,2,1,2,42,-2,-2,-2,-2,-2,-1,-874,-874,-874,-874,-874,4126,0,0,0,0,5000,0,0,,,,,121.1827435773146,0.0,0.0,0.0,0.0,0.0,2.7506666666666666
3430,310000,1,3,2,30,-2,-2,-2,-2,-2,-2,-44,-44,8915,-35,7028,-116,0,8959,0,7063,0,23240,0,,100.49355019629837,,100.4980079681275,,0.0,0.0,2.8758064516129034,0.0,2.2670967741935484,0.0
3431,240000,2,2,1,40,-1,-1,-1,0,-1,2,3571,2298,2632,904,5559,2748,2309,2637,2,5567,8,2730,1,100.4786771105309,100.18996960486322,0.22123893805309736,100.1439107753193,0.2911208151382824,1.4879166666666668,0.9575,1.0966666666666667,0.3766666666666667,2.3162499999999997,1.145
3432,160000,2,3,1,55,-1,-1,-1,-1,-1,-1,4144,2016,3384,1449,5542,7314,2016,3399,1449,5590,7314,1579,0,100.0,100.44326241134752,100.0,100.86611331649225,100.0,2.59,1.26,2.1149999999999998,0.905625,3.46375,4.57125
3433,240000,2,1,2,40,-1,2,2,-2,-1,-1,1841,764,-13,-13,687,-44,2,0,0,700,0,0,0,0.2617801047120419,,,101.89228529839885,,0.7670833333333333,0.3183333333333333,0.0,0.0,0.28625,0.0
3434,20000,1,1,2,22,0,0,0,0,0,0,14677,16625,17924,18674,15452,15882,3004,3006,3007,489,2110,2201,0,18.069172932330826,16.770810087034143,16.102602548998608,3.1646388816981617,13.285480418083365,73.385,83.125,89.62,93.37,77.25999999999999,79.41
3435,190000,1,1,1,55,-1,-1,-1,-1,-1,-1,390,390,390,390,6026,7410,390,390,390,6026,7410,390,1,100.0,100.0,100.0,100.0,100.0,0.20526315789473684,0.20526315789473684,0.20526315789473684,0.20526315789473684,3.1715789473684213,3.9
3437,80000,1,2,3,58,0,0,0,-2,-2,-2,3719,4444,0,0,0,0,1000,0,0,0,0,0,0,22.5022502250225,,,,,4.64875,5.555000000000001,0.0,0.0,0.0,0.0
3438,290000,2,3,1,49,0,0,0,-1,-1,0,169004,166920,153092,3804,155233,148003,7600,7521,3804,160897,5198,6000,0,4.55307931943446,4.912732213309644,100.0,103.64870871528606,3.5120909711289636,58.27724137931034,57.55862068965517,52.79034482758621,1.3117241379310345,53.52862068965517,51.03551724137931
3439,200000,2,1,1,34,-1,-1,-1,-1,0,0,3987,1631,21698,12657,11349,9006,1631,21698,12657,569,3000,25000,0,100.0,100.0,100.0,5.013657590977179,33.311125916055964,1.9935,0.8155000000000001,10.849,6.328499999999999,5.6745,4.503
3440,320000,1,1,1,50,-2,-2,-2,-2,-2,-2,6426,-4,816,30026,49154,1299,0,824,31144,25664,2610,1833,0,,100.98039215686273,103.7234396856058,52.21141717866298,200.0,2.0081249999999997,0.0,0.255,9.383125,15.360625,0.40593749999999995
3441,350000,2,2,2,27,0,0,0,0,0,0,16022,17059,17772,18127,18536,19224,1600,1300,650,700,1000,750,0,9.379213318482913,7.314877335133918,3.585811220830805,3.7764350453172204,5.201831044527673,4.577714285714285,4.874,5.077714285714285,5.179142857142857,5.296,5.492571428571429
3442,110000,1,1,2,33,0,0,2,2,2,2,39768,44333,43320,48236,49195,48253,5548,0,5651,1876,0,2000,0,12.514379807366973,0.0,11.715316361223982,3.8133956702916962,0.0,36.152727272727276,40.302727272727275,39.38181818181818,43.85090909090909,44.722727272727276,43.86636363636364
3443,300000,2,2,1,37,-2,-2,-2,-1,-1,-1,0,0,0,363,0,944,0,0,363,0,944,2000,1,,,100.0,,100.0,0.0,0.0,0.0,0.121,0.0,0.31466666666666665
